loss_rate,trial,duration_ms,file_size_bytes,throughput_mbps,1_over_sqrt_p
0.0001,1,1316,1048576,6.374322188449847,100.0
0.0001,2,1317,1048576,6.3694821564160975,100.0
0.0001,3,1316,1048576,6.374322188449847,100.0
0.0001,4,1316,1048576,6.374322188449847,100.0
0.0001,5,1316,1048576,6.374322188449847,100.0
0.0001,6,1316,1048576,6.374322188449847,100.0
0.0001,7,1317,1048576,6.3694821564160975,100.0
0.0001,8,1316,1048576,6.374322188449847,100.0
0.0001,9,1316,1048576,6.374322188449847,100.0
0.0001,10,1316,1048576,6.374322188449847,100.0
0.0005,1,1316,1048576,6.374322188449847,44.721359549995796
0.0005,2,1316,1048576,6.374322188449847,44.721359549995796
0.0005,3,1316,1048576,6.374322188449847,44.721359549995796
0.0005,4,1316,1048576,6.374322188449847,44.721359549995796
0.0005,5,1316,1048576,6.374322188449847,44.721359549995796
0.0005,6,1316,1048576,6.374322188449847,44.721359549995796
0.0005,7,1316,1048576,6.374322188449847,44.721359549995796
0.0005,8,1332,1048576,6.297753753753754,44.721359549995796
0.0005,9,1316,1048576,6.374322188449847,44.721359549995796
0.0005,10,1327,1048576,6.321483044461191,44.721359549995796
0.001,1,1316,1048576,6.374322188449847,31.622776601683796
0.001,2,1320,1048576,6.355006060606061,31.622776601683796
0.001,3,1316,1048576,6.374322188449847,31.622776601683796
0.001,4,1317,1048576,6.3694821564160975,31.622776601683796
0.001,5,1316,1048576,6.374322188449847,31.622776601683796
0.001,6,1317,1048576,6.3694821564160975,31.622776601683796
0.001,7,1316,1048576,6.374322188449847,31.622776601683796
0.001,8,1316,1048576,6.374322188449847,31.622776601683796
0.001,9,1316,1048576,6.374322188449847,31.622776601683796
0.001,10,1317,1048576,6.3694821564160975,31.622776601683796
0.005,1,1316,1048576,6.374322188449847,14.142135623730951
0.005,2,1367,1048576,6.1365091441111925,14.142135623730951
0.005,3,1317,1048576,6.3694821564160975,14.142135623730951
0.005,4,1316,1048576,6.374322188449847,14.142135623730951
0.005,5,1316,1048576,6.374322188449847,14.142135623730951
0.005,6,1367,1048576,6.1365091441111925,14.142135623730951
0.005,7,1316,1048576,6.374322188449847,14.142135623730951
0.005,8,1373,1048576,6.109692643845594,14.142135623730951
0.005,9,1316,1048576,6.374322188449847,14.142135623730951
0.005,10,1366,1048576,6.141001464128842,14.142135623730951
0.01,1,1316,1048576,6.374322188449847,10.0
0.01,2,2218,1048576,3.7820595130748424,10.0
0.01,3,1317,1048576,6.3694821564160975,10.0
0.01,4,1517,1048576,5.529735003295979,10.0
0.01,5,1316,1048576,6.374322188449847,10.0
0.01,6,1316,1048576,6.374322188449847,10.0
0.01,7,1868,1048576,4.490689507494646,10.0
0.01,8,1316,1048576,6.374322188449847,10.0
0.01,9,1317,1048576,6.3694821564160975,10.0
0.01,10,1676,1048576,5.0051360381861585,10.0
0.02,1,1517,1048576,5.529735003295979,7.0710678118654755
0.02,2,1637,1048576,5.124378741600489,7.0710678118654755
0.02,3,1819,1048576,4.6116591533809785,7.0710678118654755
0.02,4,1316,1048576,6.374322188449847,7.0710678118654755
0.02,5,2521,1048576,3.327492264974217,7.0710678118654755
0.02,6,1417,1048576,5.919977417078334,7.0710678118654755
0.02,7,1317,1048576,6.3694821564160975,7.0710678118654755
0.02,8,1468,1048576,5.714310626702998,7.0710678118654755
0.02,9,1668,1048576,5.029141486810552,7.0710678118654755
0.02,10,1517,1048576,5.529735003295979,7.0710678118654755
0.05,1,1968,1048576,4.262504065040651,4.47213595499958
0.05,2,2771,1048576,3.027285456513894,4.47213595499958
0.05,3,1317,1048576,6.3694821564160975,4.47213595499958
0.05,4,1818,1048576,4.614195819581958,4.47213595499958
0.05,5,1417,1048576,5.919977417078334,4.47213595499958
0.05,6,3522,1048576,2.3817739920499714,4.47213595499958
0.05,7,1416,1048576,5.924158192090395,4.47213595499958
0.05,8,3236,1048576,2.592276885043263,4.47213595499958
0.05,9,3322,1048576,2.525167971101746,4.47213595499958
0.05,10,3972,1048576,2.111935548841893,4.47213595499958
