loss_rate,trial,duration_ms,file_size_bytes,throughput_mbps,1_over_sqrt_p
0.02,6,38078,10485760,2.2030064604233415,7.0710678118654755
0.02,7,31412,10485760,2.6705106328791546,7.0710678118654755
0.02,8,33086,10485760,2.535395031130992,7.0710678118654755
0.02,9,37797,10485760,2.219384607243961,7.0710678118654755
0.02,10,32720,10485760,2.563755501222494,7.0710678118654755
0.02,11,34761,10485760,2.413224015419579,7.0710678118654755
0.02,12,35587,10485760,2.357211341220108,7.0710678118654755
0.02,13,28218,10485760,2.97278616485931,7.0710678118654755
0.02,14,31581,10485760,2.656219879041196,7.0710678118654755
0.02,15,36678,10485760,2.2870952614646383,7.0710678118654755
0.05,1,67609,10485760,1.2407531541658656,4.47213595499958
0.05,2,63616,10485760,1.3186317907444667,4.47213595499958
0.05,3,71679,10485760,1.1703020410440992,4.47213595499958
0.05,4,71423,10485760,1.174496730744998,4.47213595499958
0.05,5,61047,10485760,1.3741228889216506,4.47213595499958
0.05,6,72863,10485760,1.1512850143419842,4.47213595499958
0.05,7,54853,10485760,1.529288826499918,4.47213595499958
0.05,8,65651,10485760,1.277757840703112,4.47213595499958
0.05,9,71751,10485760,1.1691276776630288,4.47213595499958
0.05,10,63153,10485760,1.3282992098554305,4.47213595499958
0.05,11,62784,10485760,1.336106014271152,4.47213595499958
0.05,12,66698,10485760,1.257700080961948,4.47213595499958
0.05,13,65615,10485760,1.2784588889735582,4.47213595499958
0.05,14,78427,10485760,1.0696071505986458,4.47213595499958
0.05,15,68668,10485760,1.2216182210054172,4.47213595499958
0.1,1,115698,10485760,0.725043475254542,3.162277660168379
0.1,2,139570,10485760,0.6010323135344272,3.162277660168379
0.1,3,124435,10485760,0.6741357335154899,3.162277660168379
0.1,4,132141,10485760,0.6348225002081112,3.162277660168379
0.1,5,129376,10485760,0.6483898095473658,3.162277660168379
0.1,6,113573,10485760,0.7386093525749958,3.162277660168379
0.1,7,133620,10485760,0.6277958389462656,3.162277660168379
0.1,8,120352,10485760,0.6970061153948418,3.162277660168379
0.1,9,135763,10485760,0.6178861692802899,3.162277660168379
0.1,10,137198,10485760,0.6114234901383402,3.162277660168379
0.1,11,127344,10485760,0.6587360221133309,3.162277660168379
0.1,12,118173,10485760,0.7098582586546842,3.162277660168379
0.1,13,115700,10485760,0.7250309420916162,3.162277660168379
0.1,14,130666,10485760,0.6419885815743958,3.162277660168379
0.1,15,133641,10485760,0.6276971887369894,3.162277660168379
